Timestamp,ELW_price,ELW_volume,Option_price,Option_volume,balance
2020-08-13 09:00:02.272213,155.0,-7500,1.59,3,-45755.77500000012
2020-08-13 09:00:02.740972,160.0,-7500,1.6000000000000003,3,-15756.000000000291
2020-08-13 09:00:05.991047,155.0,-7500,1.58,3,-38249.92500000012
2020-08-13 09:00:06.006675,155.0,-7500,1.58,3,-38249.92500000012
2020-08-13 09:00:06.287931,160.0,-7500,1.58,3,-744.3000000001165
2020-08-13 09:00:06.725441,155.0,-7500,1.61,3,-60767.47500000017
2020-08-13 09:00:06.741071,155.0,-7500,1.61,3,-60767.47500000017
2020-08-13 09:00:07.022345,160.0,-7500,1.6000000000000003,3,-15756.000000000291
2020-08-13 09:00:08.788033,160.0,-7500,1.59,3,-8250.150000000116
2020-08-13 09:00:08.788033,160.0,-7500,1.59,3,-8250.150000000116
2020-08-13 09:00:10.413043,160.0,-7500,1.6000000000000003,3,-15756.000000000291
2020-08-13 09:00:10.866158,165.0,-7500,1.6000000000000003,3,21749.62499999971
2020-08-13 09:00:10.944286,165.0,-7500,1.6499999999999997,3,-15779.624999999854
2020-08-13 09:00:10.944286,165.0,-7500,1.6499999999999997,3,-15779.624999999854
2020-08-13 09:00:11.647428,165.0,-7500,1.67,3,-30791.32500000003
2020-08-13 09:00:11.725573,170.0,-7500,1.67,3,6714.299999999971
2020-08-13 09:00:12.319319,170.0,-7500,1.68,3,-791.5500000000582
2020-08-13 09:00:12.319319,170.0,-7500,1.68,3,-791.5500000000582
2020-08-13 09:00:12.913100,170.0,-7500,1.68,3,-791.5500000000582
2020-08-13 09:00:12.991232,165.0,-7500,1.68,3,-38297.17500000006
2020-08-13 09:00:14.210013,170.0,-7500,1.68,3,-791.5500000000582
2020-08-13 09:00:14.210013,170.0,-7500,1.68,3,-791.5500000000582
2020-08-13 09:00:14.928777,170.0,-7500,1.67,3,6714.299999999971
2020-08-13 09:00:14.928777,170.0,-7500,1.67,3,6714.299999999971
2020-08-13 09:00:15.303781,170.0,-7500,1.6900000000000002,3,-8297.400000000203
2020-08-13 09:00:17.663194,175.0,-7500,1.71,3,14196.524999999956
2020-08-13 09:00:18.178826,175.0,-7500,1.74,3,-8321.025000000058
2020-08-13 09:00:18.897604,175.0,-7500,1.74,3,-8321.025000000058
2020-08-13 09:00:18.897604,175.0,-7500,1.74,3,-8321.025000000058
2020-08-13 09:00:20.085120,180.0,-7500,1.74,3,29184.59999999994
2020-08-13 09:00:20.507005,180.0,-7500,1.76,3,14172.899999999912
2020-08-13 09:00:20.507005,180.0,-7500,1.76,3,14172.899999999912
2020-08-13 09:00:20.522635,180.0,-7500,1.7700000000000002,3,6667.049999999738
2020-08-13 09:00:21.007017,180.0,-7500,1.79,3,-8344.650000000116
2020-08-13 09:00:21.507030,180.0,-7500,1.78,3,-838.8000000001018
2020-08-13 09:00:21.507030,180.0,-7500,1.78,3,-838.8000000001018
2020-08-13 09:00:21.507030,180.0,-7500,1.78,3,-838.8000000001018
2020-08-13 09:00:21.585161,180.0,-7500,1.78,3,-838.8000000001018
2020-08-13 09:00:23.741461,185.0,-7500,1.8,3,21655.12499999989
2020-08-13 09:00:23.835204,185.0,-7500,1.8,3,21655.12499999989
2020-08-13 09:00:24.241478,185.0,-7500,1.7700000000000002,3,44172.67499999974
2020-08-13 09:00:25.366494,180.0,-7500,1.79,3,-8344.650000000116
2020-08-13 09:00:25.366494,180.0,-7500,1.79,3,-8344.650000000116
2020-08-13 09:00:25.366494,180.0,-7500,1.79,3,-8344.650000000116
2020-08-13 09:00:28.350935,185.0,-7500,1.8,3,21655.12499999989
2020-08-13 09:00:28.491565,185.0,-7500,1.8,3,21655.12499999989
2020-08-13 09:00:29.507212,185.0,-7500,1.82,3,6643.4249999998765
2020-08-13 09:00:29.772844,185.0,-7500,1.82,3,6643.4249999998765
2020-08-13 09:00:29.788468,185.0,-7500,1.82,3,6643.4249999998765
2020-08-13 09:00:29.960353,185.0,-7500,1.83,3,-862.4250000001309
2020-08-13 09:00:29.960353,185.0,-7500,1.83,3,-862.4250000001309
2020-08-13 09:00:29.960353,185.0,-7500,1.83,3,-862.4250000001309
2020-08-13 09:00:30.007220,185.0,-7500,1.82,3,6643.4249999998765
2020-08-13 09:00:30.132231,185.0,-7500,1.83,3,-862.4250000001309
2020-08-13 09:00:31.429130,185.0,-7500,1.84,3,-8368.275000000142
2020-08-13 09:00:31.929146,185.0,-7500,1.86,3,-23379.97500000015
2020-08-13 09:00:33.241691,190.0,-7500,1.87,3,6619.79999999984
2020-08-13 09:00:33.522931,190.0,-7500,1.86,3,14125.649999999847
2020-08-13 09:00:33.554182,190.0,-7500,1.86,3,14125.649999999847
2020-08-13 09:00:33.601058,190.0,-7500,1.87,3,6619.79999999984
2020-08-13 09:00:34.007335,190.0,-7500,1.86,3,14125.649999999847
2020-08-13 09:00:34.507335,190.0,-7500,1.87,3,6619.79999999984
